countyname,fips,learning_modality,state,abbreviation,year,student_count
Morton County,20129,In Person,Kansas,KS,2022,9959
Morton County,38059,In Person,North Dakota,ND,2021,25135
Morton County,38059,In Person,North Dakota,ND,2022,48461
Motley County,48345,In Person,Texas,TX,2021,750
Motley County,48345,In Person,Texas,TX,2022,1500
Moultrie County,17139,In Person,Illinois,IL,2021,14160
Moultrie County,17139,In Person,Illinois,IL,2022,26817
Mountrail County,38061,Hybrid,North Dakota,ND,2022,723
Mountrail County,38061,In Person,North Dakota,ND,2021,15150
Mountrail County,38061,In Person,North Dakota,ND,2022,32202
Mower County,27099,Hybrid,Minnesota,MN,2022,785
Mower County,27099,In Person,Minnesota,MN,2021,48120
Mower County,27099,In Person,Minnesota,MN,2022,93084
Muhlenberg County,21177,In Person,Kentucky,KY,2021,29643
Muhlenberg County,21177,In Person,Kentucky,KY,2022,61347
Multnomah County,41051,Hybrid,Oregon,OR,2021,33213
Multnomah County,41051,Hybrid,Oregon,OR,2022,159075
Multnomah County,41051,In Person,Oregon,OR,2021,698065
Multnomah County,41051,In Person,Oregon,OR,2022,1396130
Multnomah County,41051,Remote,Oregon,OR,2022,3124
Murray County,13213,Hybrid,Georgia,GA,2022,7216
Murray County,13213,In Person,Georgia,GA,2021,36080
Murray County,13213,In Person,Georgia,GA,2022,72160
Murray County,27101,In Person,Minnesota,MN,2021,13190
Murray County,27101,In Person,Minnesota,MN,2022,26380
Murray County,40099,Hybrid,Oklahoma,OK,2022,962
Murray County,40099,In Person,Oklahoma,OK,2021,12600
Murray County,40099,In Person,Oklahoma,OK,2022,25200
Muscatine County,19139,In Person,Iowa,IA,2021,47990
Muscatine County,19139,In Person,Iowa,IA,2022,87289
Muscogee County,13215,In Person,Georgia,GA,2021,158665
Muscogee County,13215,In Person,Georgia,GA,2022,317330
Muskegon County,26121,Hybrid,Michigan,MI,2021,12179
Muskegon County,26121,Hybrid,Michigan,MI,2022,8154
Muskegon County,26121,In Person,Michigan,MI,2021,179679
Muskegon County,26121,In Person,Michigan,MI,2022,343796
Muskegon County,26121,Remote,Michigan,MI,2021,6941
Muskingum County,39119,In Person,Ohio,OH,2021,72440
Muskingum County,39119,In Person,Ohio,OH,2022,127906
Muskogee County,40101,Hybrid,Oklahoma,OK,2022,2860
Muskogee County,40101,In Person,Oklahoma,OK,2021,57228
Muskogee County,40101,In Person,Oklahoma,OK,2022,117960
Muskogee County,40101,Remote,Oklahoma,OK,2022,160
Musselshell County,30065,In Person,Montana,MT,2021,3751
Musselshell County,30065,In Person,Montana,MT,2022,6167
Nacogdoches County,48347,Hybrid,Texas,TX,2021,1825
Nacogdoches County,48347,Hybrid,Texas,TX,2022,7007
Nacogdoches County,48347,In Person,Texas,TX,2021,53950
Nacogdoches County,48347,In Person,Texas,TX,2022,102392
Nacogdoches County,48347,Remote,Texas,TX,2021,1763
Nance County,31125,Hybrid,Nebraska,NE,2022,314
Nance County,31125,In Person,Nebraska,NE,2021,3730
Nance County,31125,In Person,Nebraska,NE,2022,6518
Nantucket County,25019,In Person,Massachusetts,MA,2021,8390
Nantucket County,25019,In Person,Massachusetts,MA,2022,16780
Napa County,6055,In Person,California,CA,2021,125810
Napa County,6055,In Person,California,CA,2022,251620
Nash County,37127,In Person,North Carolina,NC,2021,87206
Nash County,37127,In Person,North Carolina,NC,2022,181397
Nassau County,12089,In Person,Florida,FL,2021,61240
Nassau County,12089,In Person,Florida,FL,2022,122480
Nassau County,36059,Hybrid,New York,NY,2021,18278
Nassau County,36059,Hybrid,New York,NY,2022,12836
Nassau County,36059,In Person,New York,NY,2021,1015342
Nassau County,36059,In Person,New York,NY,2022,1974662
Nassau County,36059,Remote,New York,NY,2022,12311
Natchitoches Parish,22069,In Person,Louisiana,LA,2021,38235
Natchitoches Parish,22069,In Person,Louisiana,LA,2022,76470
Natrona County,56025,In Person,Wyoming,WY,2021,66650
Natrona County,56025,In Person,Wyoming,WY,2022,133300
Navajo County,4017,Hybrid,Arizona,AZ,2021,272
Navajo County,4017,Hybrid,Arizona,AZ,2022,3965
Navajo County,4017,In Person,Arizona,AZ,2021,88400
Navajo County,4017,In Person,Arizona,AZ,2022,176990
Navajo County,4017,Remote,Arizona,AZ,2022,1719
Navarro County,48349,Hybrid,Texas,TX,2022,8318
Navarro County,48349,In Person,Texas,TX,2021,82215
Navarro County,48349,In Person,Texas,TX,2022,160716
Nelson County,21179,Hybrid,Kentucky,KY,2021,3169
Nelson County,21179,Hybrid,Kentucky,KY,2022,2782
Nelson County,21179,In Person,Kentucky,KY,2021,53425
Nelson County,21179,In Person,Kentucky,KY,2022,106850
Nelson County,38063,In Person,North Dakota,ND,2021,2340
Nelson County,38063,In Person,North Dakota,ND,2022,4680
Nelson County,51125,Hybrid,Virginia,VA,2021,5810
Nelson County,51125,In Person,Virginia,VA,2021,29050
Nelson County,51125,In Person,Virginia,VA,2022,58100
Nelson County,51125,Remote,Virginia,VA,2021,4115
Nemaha County,20131,In Person,Kansas,KS,2021,7855
Nemaha County,20131,In Person,Kansas,KS,2022,14600
Nemaha County,31127,In Person,Nebraska,NE,2021,6920
Nemaha County,31127,In Person,Nebraska,NE,2022,12790
Neosho County,20133,In Person,Kansas,KS,2021,23035
Neosho County,20133,In Person,Kansas,KS,2022,40496
Neshoba County,28099,In Person,Mississippi,MS,2021,39710
Neshoba County,28099,In Person,Mississippi,MS,2022,79420
Ness County,20135,In Person,Kansas,KS,2021,2120
Ness County,20135,In Person,Kansas,KS,2022,4240
Nevada County,5099,In Person,Arkansas,AR,2021,6550
Nevada County,5099,In Person,Arkansas,AR,2022,9170
Nevada County,6057,Hybrid,California,CA,2022,2605
Nevada County,6057,In Person,California,CA,2021,65204
Nevada County,6057,In Person,California,CA,2022,133543
New Castle County,10003,Hybrid,Delaware,DE,2021,27906
New Castle County,10003,Hybrid,Delaware,DE,2022,41871
New Castle County,10003,In Person,Delaware,DE,2021,414192
New Castle County,10003,In Person,Delaware,DE,2022,810639
New Castle County,10003,Remote,Delaware,DE,2022,4615
New Hanover County,37129,Hybrid,North Carolina,NC,2021,25938
New Hanover County,37129,In Person,North Carolina,NC,2021,136645
New Hanover County,37129,In Person,North Carolina,NC,2022,270707
New Haven County,9009,Hybrid,Connecticut,CT,2022,31778
New Haven County,9009,In Person,Connecticut,CT,2021,654330
New Haven County,9009,In Person,Connecticut,CT,2022,1233339
New Kent County,51127,In Person,Virginia,VA,2021,20780
New Kent County,51127,In Person,Virginia,VA,2022,41560
New London County,9011,Hybrid,Connecticut,CT,2022,5441
New London County,9011,In Person,Connecticut,CT,2021,173965
New London County,9011,In Person,Connecticut,CT,2022,306384
New Madrid County,29143,Hybrid,Missouri,MO,2022,4799
New Madrid County,29143,In Person,Missouri,MO,2021,33875
New Madrid County,29143,In Person,Missouri,MO,2022,63247
New York County,36061,Hybrid,New York,NY,2021,12778
New York County,36061,Hybrid,New York,NY,2022,833
New York County,36061,In Person,New York,NY,2021,798649
New York County,36061,In Person,New York,NY,2022,1591719
Newaygo County,26123,Hybrid,Michigan,MI,2021,9917
Newaygo County,26123,Hybrid,Michigan,MI,2022,7259
Newaygo County,26123,In Person,Michigan,MI,2021,84040
Newaygo County,26123,In Person,Michigan,MI,2022,153452
Newaygo County,26123,Remote,Michigan,MI,2021,510
Newberry County,45071,Hybrid,South Carolina,SC,2022,5979
Newberry County,45071,In Person,South Carolina,SC,2021,29895
Newberry County,45071,In Person,South Carolina,SC,2022,59790
Newport County,44005,In Person,Rhode Island,RI,2021,45990
Newport County,44005,In Person,Rhode Island,RI,2022,90513
Newport News city,51700,Hybrid,Virginia,VA,2021,28650
Newport News city,51700,Hybrid,Virginia,VA,2022,57300
Newport News city,51700,In Person,Virginia,VA,2021,143250
Newport News city,51700,In Person,Virginia,VA,2022,286500
Newton County,5101,Hybrid,Arkansas,AR,2022,4607
Newton County,5101,In Person,Arkansas,AR,2021,42730
Newton County,5101,In Person,Arkansas,AR,2022,85460
Newton County,5101,Remote,Arkansas,AR,2022,1880
Newton County,13217,In Person,Georgia,GA,2021,99693
Newton County,13217,In Person,Georgia,GA,2022,208376
Newton County,18111,In Person,Indiana,IN,2021,17955
Newton County,18111,In Person,Indiana,IN,2022,35910
Newton County,28101,In Person,Mississippi,MS,2021,14055
Newton County,28101,In Person,Mississippi,MS,2022,45610
Newton County,29145,Hybrid,Missouri,MO,2022,14814
Newton County,29145,In Person,Missouri,MO,2021,89269
Newton County,29145,In Person,Missouri,MO,2022,181500
Newton County,48351,Hybrid,Texas,TX,2021,1047
Newton County,48351,In Person,Texas,TX,2021,25285
Newton County,48351,In Person,Texas,TX,2022,36158
Newton County,48351,Remote,Texas,TX,2021,1047
Nez Perce County,16069,In Person,Idaho,ID,2021,29800
Nez Perce County,16069,In Person,Idaho,ID,2022,59279
Niagara County,36063,Hybrid,New York,NY,2021,1403
Niagara County,36063,Hybrid,New York,NY,2022,3524
Niagara County,36063,In Person,New York,NY,2021,152835
Niagara County,36063,In Person,New York,NY,2022,277422
Nicholas County,21181,Hybrid,Kentucky,KY,2021,6706
Nicholas County,21181,In Person,Kentucky,KY,2021,39150
Nicholas County,21181,In Person,Kentucky,KY,2022,57039
Nicholas County,21181,Remote,Kentucky,KY,2021,743
Nicholas County,54067,In Person,West Virginia,WV,2021,18170
Nicholas County,54067,In Person,West Virginia,WV,2022,36340
Nicollet County,27103,Hybrid,Minnesota,MN,2021,9021
Nicollet County,27103,Hybrid,Minnesota,MN,2022,2260
Nicollet County,27103,In Person,Minnesota,MN,2021,72720
Nicollet County,27103,In Person,Minnesota,MN,2022,145230
Noble County,18113,Hybrid,Indiana,IN,2021,1175
Noble County,18113,Hybrid,Indiana,IN,2022,1268
Noble County,18113,In Person,Indiana,IN,2021,48390
Noble County,18113,In Person,Indiana,IN,2022,92706
Noble County,18113,Remote,Indiana,IN,2021,1175
Noble County,39121,In Person,Ohio,OH,2021,9130
Noble County,39121,In Person,Ohio,OH,2022,20558
Noble County,40103,Hybrid,Oklahoma,OK,2022,5824
Noble County,40103,In Person,Oklahoma,OK,2021,32349
Noble County,40103,In Person,Oklahoma,OK,2022,66755
Nobles County,27105,Hybrid,Minnesota,MN,2022,4024
Nobles County,27105,In Person,Minnesota,MN,2021,26765
Nobles County,27105,In Person,Minnesota,MN,2022,52408
Nodaway County,29147,Hybrid,Missouri,MO,2021,332
Nodaway County,29147,In Person,Missouri,MO,2021,13395
Nodaway County,29147,In Person,Missouri,MO,2022,26139
Nodaway County,29147,Remote,Missouri,MO,2021,166
Nolan County,48353,In Person,Texas,TX,2021,20342
Nolan County,48353,In Person,Texas,TX,2022,33162
Nome Census Area,2180,In Person,Alaska,AK,2021,2130
Nome Census Area,2180,In Person,Alaska,AK,2022,12800
Norfolk County,25021,Hybrid,Massachusetts,MA,2022,19889
Norfolk County,25021,In Person,Massachusetts,MA,2021,552998
Norfolk County,25021,In Person,Massachusetts,MA,2022,1048240
Norfolk city,51710,Hybrid,Virginia,VA,2022,119348
Norfolk city,51710,In Person,Virginia,VA,2021,149185
Norfolk city,51710,In Person,Virginia,VA,2022,298370
Norman County,27107,In Person,Minnesota,MN,2021,3671
Norman County,27107,In Person,Minnesota,MN,2022,9390
Northampton County,37131,In Person,North Carolina,NC,2021,7425
Northampton County,37131,In Person,North Carolina,NC,2022,14850
Northampton County,42095,Hybrid,Pennsylvania,PA,2021,13424
Northampton County,42095,In Person,Pennsylvania,PA,2021,225804
Northampton County,42095,In Person,Pennsylvania,PA,2022,460674
Northampton County,51131,Hybrid,Virginia,VA,2022,1520
Northampton County,51131,In Person,Virginia,VA,2021,7600
Northampton County,51131,In Person,Virginia,VA,2022,15200
Northumberland County,42097,Hybrid,Pennsylvania,PA,2021,4295
Northumberland County,42097,Hybrid,Pennsylvania,PA,2022,4295
Northumberland County,42097,In Person,Pennsylvania,PA,2021,72750
Northumberland County,42097,In Person,Pennsylvania,PA,2022,132687
Northumberland County,51133,Hybrid,Virginia,VA,2021,1279
Northumberland County,51133,In Person,Virginia,VA,2021,6395
Northumberland County,51133,In Person,Virginia,VA,2022,12790
Northwest Arctic Borough,2188,In Person,Alaska,AK,2021,10485
Northwest Arctic Borough,2188,In Person,Alaska,AK,2022,20970
Norton County,20137,In Person,Kansas,KS,2021,4095
Norton County,20137,In Person,Kansas,KS,2022,8190
Norton city,51720,In Person,Virginia,VA,2021,4090
Norton city,51720,In Person,Virginia,VA,2022,8180
Nottoway County,51135,In Person,Virginia,VA,2021,8645
Nottoway County,51135,In Person,Virginia,VA,2022,37190
Nowata County,40105,In Person,Oklahoma,OK,2021,12110
Nowata County,40105,In Person,Oklahoma,OK,2022,24220
Nowata County,40105,Remote,Oklahoma,OK,2022,3336
Noxubee County,28103,In Person,Mississippi,MS,2021,20930
Noxubee County,28103,In Person,Mississippi,MS,2022,41860
Nuckolls County,31129,In Person,Nebraska,NE,2021,2115
Nuckolls County,31129,In Person,Nebraska,NE,2022,4230
Nueces County,48355,Hybrid,Texas,TX,2022,688
Nueces County,48355,In Person,Texas,TX,2021,293515
Nueces County,48355,In Person,Texas,TX,2022,567191
Nye County,32023,In Person,Nevada,NV,2021,27910
Nye County,32023,In Person,Nevada,NV,2022,55820
Nye County,32023,Remote,Nevada,NV,2021,11164
O'Brien County,19141,In Person,Iowa,IA,2021,12140
O'Brien County,19141,In Person,Iowa,IA,2022,24280
Oakland County,26125,Hybrid,Michigan,MI,2021,41819
Oakland County,26125,Hybrid,Michigan,MI,2022,45202
Oakland County,26125,In Person,Michigan,MI,2021,992572
Oakland County,26125,In Person,Michigan,MI,2022,1960733
Oakland County,26125,Remote,Michigan,MI,2021,2356
Oakland County,26125,Remote,Michigan,MI,2022,11845
Obion County,47131,In Person,Tennessee,TN,2021,24580
Obion County,47131,In Person,Tennessee,TN,2022,49160
Ocean County,34029,Hybrid,New Jersey,NJ,2022,12176
Ocean County,34029,In Person,New Jersey,NJ,2021,383601
Ocean County,34029,In Person,New Jersey,NJ,2022,745925
Ocean County,34029,Remote,New Jersey,NJ,2022,389
Oceana County,26127,In Person,Michigan,MI,2021,30551
Oceana County,26127,In Person,Michigan,MI,2022,59457
Ochiltree County,48357,In Person,Texas,TX,2021,11065
Ochiltree County,48357,In Person,Texas,TX,2022,22130
Oconee County,13219,Hybrid,Georgia,GA,2022,13298
Oconee County,13219,In Person,Georgia,GA,2021,137850
Oconee County,13219,In Person,Georgia,GA,2022,275700
Oconee County,45073,Hybrid,South Carolina,SC,2022,10532
