countyname,fips,state,year,cases_count,deaths_count
Harper County,20077,Kansas,2021,264937,6876
Harper County,20077,Kansas,2022,543151,8768
Harvey County,20079,Kansas,2021,1495030,25701
Harvey County,20079,Kansas,2022,3206845,39754
Haskell County,20081,Kansas,2021,172299,2352
Haskell County,20081,Kansas,2022,315351,3755
Hodgeman County,20083,Kansas,2021,79543,2997
Hodgeman County,20083,Kansas,2022,137118,3517
Jackson County,20085,Kansas,2021,596143,5968
Jackson County,20085,Kansas,2022,1287972,9770
Jefferson County,20087,Kansas,2021,734378,13996
Jefferson County,20087,Kansas,2022,1588525,20652
Jewell County,20089,Kansas,2021,104848,2210
Jewell County,20089,Kansas,2022,262160,4611
Johnson County,20091,Kansas,2021,23513953,282878
Johnson County,20091,Kansas,2022,49134681,392387
Kearny County,20093,Kansas,2021,235020,3993
Kearny County,20093,Kansas,2022,407986,6603
Kingman County,20095,Kansas,2021,325456,5751
Kingman County,20095,Kansas,2022,650034,9347
Kiowa County,20097,Kansas,2021,109801,1822
Kiowa County,20097,Kansas,2022,217737,2352
Labette County,20099,Kansas,2021,1111990,18430
Labette County,20099,Kansas,2022,2183701,24958
Lane County,20101,Kansas,2021,56262,2441
Lane County,20101,Kansas,2022,99017,3751
Leavenworth County,20103,Kansas,2021,3018868,33795
Leavenworth County,20103,Kansas,2022,6508366,60779
Lincoln County,20105,Kansas,2021,107206,1769
Lincoln County,20105,Kansas,2022,203376,3337
Linn County,20107,Kansas,2021,392015,4741
Linn County,20107,Kansas,2022,943095,9647
Logan County,20109,Kansas,2021,126108,1853
Logan County,20109,Kansas,2022,278401,4049
Lyon County,20111,Kansas,2021,1702083,31209
Lyon County,20111,Kansas,2022,3313570,39060
McPherson County,20113,Kansas,2021,1350914,30985
McPherson County,20113,Kansas,2022,2613269,40927
Marion County,20115,Kansas,2021,463429,8704
Marion County,20115,Kansas,2022,1097888,14289
Marshall County,20117,Kansas,2021,459003,9687
Marshall County,20117,Kansas,2022,839473,13937
Meade County,20119,Kansas,2021,205427,4225
Meade County,20119,Kansas,2022,396565,6678
Miami County,20121,Kansas,2021,1196574,16577
Miami County,20121,Kansas,2022,2614682,30655
Mitchell County,20123,Kansas,2021,232006,4523
Mitchell County,20123,Kansas,2022,472086,7253
Montgomery County,20125,Kansas,2021,1482394,25616
Montgomery County,20125,Kansas,2022,3094524,50902
Morris County,20127,Kansas,2021,242984,7693
Morris County,20127,Kansas,2022,495555,9261
Morton County,20129,Kansas,2021,109443,3296
Morton County,20129,Kansas,2022,203734,3569
Nemaha County,20131,Kansas,2021,613433,19723
Nemaha County,20131,Kansas,2022,1073981,19563
Neosho County,20133,Kansas,2021,767501,13083
Neosho County,20133,Kansas,2022,1696752,21730
Ness County,20135,Kansas,2021,150617,5861
Ness County,20135,Kansas,2022,254505,5972
Norton County,20137,Kansas,2021,475530,10415
Norton County,20137,Kansas,2022,703378,11894
Osage County,20139,Kansas,2021,549893,9032
Osage County,20139,Kansas,2022,1304139,17675
Osborne County,20141,Kansas,2021,123003,3361
Osborne County,20141,Kansas,2022,266721,5806
Ottawa County,20143,Kansas,2021,226185,3534
Ottawa County,20143,Kansas,2022,399524,6525
Pawnee County,20145,Kansas,2021,456955,5176
Pawnee County,20145,Kansas,2022,710437,7749
Phillips County,20147,Kansas,2021,280340,8545
Phillips County,20147,Kansas,2022,452644,9681
Pottawatomie County,20149,Kansas,2021,812174,11595
Pottawatomie County,20149,Kansas,2022,1915047,19137
Pratt County,20151,Kansas,2021,352105,9144
Pratt County,20151,Kansas,2022,634180,10554
Rawlins County,20153,Kansas,2021,142247,2574
Rawlins County,20153,Kansas,2022,221931,2996
Reno County,20155,Kansas,2021,3464196,52803
Reno County,20155,Kansas,2022,6204531,76352
Republic County,20157,Kansas,2021,272486,5287
Republic County,20157,Kansas,2022,441475,5633
Rice County,20159,Kansas,2021,437671,3591
Rice County,20159,Kansas,2022,860946,8129
Riley County,20161,Kansas,2021,2557922,16953
Riley County,20161,Kansas,2022,4496146,28023
Rooks County,20163,Kansas,2021,256487,4047
Rooks County,20163,Kansas,2022,451586,6551
Rush County,20165,Kansas,2021,167838,3824
Rush County,20165,Kansas,2022,264960,6062
Russell County,20167,Kansas,2021,350343,10229
Russell County,20167,Kansas,2022,615152,12242
Saline County,20169,Kansas,2021,2542028,51740
Saline County,20169,Kansas,2022,4700312,78571
Scott County,20171,Kansas,2021,245402,8780
Scott County,20171,Kansas,2022,426113,10981
Sedgwick County,20173,Kansas,2021,23477843,278839
Sedgwick County,20173,Kansas,2022,47983694,456102
Seward County,20175,Kansas,2021,1545536,15022
Seward County,20175,Kansas,2022,2305028,19798
Shawnee County,20177,Kansas,2021,7340047,139562
Shawnee County,20177,Kansas,2022,16259576,201754
Sheridan County,20179,Kansas,2021,167905,3681
Sheridan County,20179,Kansas,2022,258424,5761
Sherman County,20181,Kansas,2021,264948,4058
Sherman County,20181,Kansas,2022,498677,6711
Smith County,20183,Kansas,2021,114658,976
Smith County,20183,Kansas,2022,213080,2601
Stafford County,20185,Kansas,2021,161595,4393
Stafford County,20185,Kansas,2022,380247,8870
Stanton County,20187,Kansas,2021,80339,1800
Stanton County,20187,Kansas,2022,140962,2884
Stevens County,20189,Kansas,2021,244663,3743
Stevens County,20189,Kansas,2022,498108,6993
Sumner County,20191,Kansas,2021,916885,17293
Sumner County,20191,Kansas,2022,1869743,23373
Thomas County,20193,Kansas,2021,449831,6874
Thomas County,20193,Kansas,2022,807395,9093
Trego County,20195,Kansas,2021,157920,2404
Trego County,20195,Kansas,2022,252038,3535
Wabaunsee County,20197,Kansas,2021,281184,5542
Wabaunsee County,20197,Kansas,2022,541029,7272
Wallace County,20199,Kansas,2021,75727,1070
Wallace County,20199,Kansas,2022,142644,2101
Washington County,20201,Kansas,2021,229152,4788
Washington County,20201,Kansas,2022,458625,7294
Wichita County,20203,Kansas,2021,88179,1624
Wichita County,20203,Kansas,2022,165301,2694
Wilson County,20205,Kansas,2021,430135,7585
Wilson County,20205,Kansas,2022,933362,14774
Woodson County,20207,Kansas,2021,102367,1861
Woodson County,20207,Kansas,2022,267901,4931
Wyandotte County,20209,Kansas,2021,8367735,113829
Wyandotte County,20209,Kansas,2022,15567815,162633
Adair County,21001,Kentucky,2021,861516,22268
Adair County,21001,Kentucky,2022,1971670,34079
Allen County,21003,Kentucky,2021,938510,16815
Allen County,21003,Kentucky,2022,2212605,33928
Anderson County,21005,Kentucky,2021,824705,9950
Anderson County,21005,Kentucky,2022,2198952,22425
Ballard County,21007,Kentucky,2021,177490,4208
Ballard County,21007,Kentucky,2022,462354,10128
Barren County,21009,Kentucky,2021,2007539,37701
Barren County,21009,Kentucky,2022,4359448,70076
Bath County,21011,Kentucky,2021,420727,8383
Bath County,21011,Kentucky,2022,1077483,14604
Bell County,21013,Kentucky,2021,1418318,23280
Bell County,21013,Kentucky,2022,2944905,48346
Boone County,21015,Kentucky,2021,5905413,54585
Boone County,21015,Kentucky,2022,13272004,95370
Bourbon County,21017,Kentucky,2021,791078,7842
Bourbon County,21017,Kentucky,2022,2024585,18766
Boyd County,21019,Kentucky,2021,2207430,28176
Boyd County,21019,Kentucky,2022,5597904,57009
Boyle County,21021,Kentucky,2021,1462004,25064
Boyle County,21021,Kentucky,2022,2909361,43340
Bracken County,21023,Kentucky,2021,283047,2952
Bracken County,21023,Kentucky,2022,731094,8482
Breathitt County,21025,Kentucky,2021,481862,5617
Breathitt County,21025,Kentucky,2022,1292077,17723
Breckinridge County,21027,Kentucky,2021,639508,7402
Breckinridge County,21027,Kentucky,2022,1723943,25173
Bullitt County,21029,Kentucky,2021,3145090,31657
Bullitt County,21029,Kentucky,2022,7372646,70194
Butler County,21031,Kentucky,2021,623081,10248
Butler County,21031,Kentucky,2022,1266124,17005
Caldwell County,21033,Kentucky,2021,621765,12471
Caldwell County,21033,Kentucky,2022,1361076,19683
Calloway County,21035,Kentucky,2021,1471308,18406
Calloway County,21035,Kentucky,2022,2907868,29741
Campbell County,21037,Kentucky,2021,3635379,29938
Campbell County,21037,Kentucky,2022,8338862,56809
Carlisle County,21039,Kentucky,2021,190462,3047
Carlisle County,21039,Kentucky,2022,353475,6303
Carroll County,21041,Kentucky,2021,468737,7269
Carroll County,21041,Kentucky,2022,1161410,14942
Carter County,21043,Kentucky,2021,1099301,14609
Carter County,21043,Kentucky,2022,2957536,34000
Casey County,21045,Kentucky,2021,678250,15708
Casey County,21045,Kentucky,2022,1389414,23778
Christian County,21047,Kentucky,2021,2851320,39687
Christian County,21047,Kentucky,2022,5414278,67789
Clark County,21049,Kentucky,2021,1305707,11281
Clark County,21049,Kentucky,2022,3586935,21908
Clay County,21051,Kentucky,2021,1257928,16044
Clay County,21051,Kentucky,2022,2587659,29457
Clinton County,21053,Kentucky,2021,614274,11514
Clinton County,21053,Kentucky,2022,1215015,16295
Crittenden County,21055,Kentucky,2021,299122,8833
Crittenden County,21055,Kentucky,2022,750883,15668
Cumberland County,21057,Kentucky,2021,314265,5055
Cumberland County,21057,Kentucky,2022,734202,9924
Daviess County,21059,Kentucky,2021,4594449,74412
Daviess County,21059,Kentucky,2022,10375832,124338
Edmonson County,21061,Kentucky,2021,402316,8768
Edmonson County,21061,Kentucky,2022,852366,15012
Elliott County,21063,Kentucky,2021,395489,1348
Elliott County,21063,Kentucky,2022,848280,6090
Estill County,21065,Kentucky,2021,531595,4216
Estill County,21065,Kentucky,2022,1354406,15693
Fayette County,21067,Kentucky,2021,14651902,117002
Fayette County,21067,Kentucky,2022,32220718,195411
Fleming County,21069,Kentucky,2021,544630,8863
Fleming County,21069,Kentucky,2022,1299539,18834
Floyd County,21071,Kentucky,2021,1659453,27418
Floyd County,21071,Kentucky,2022,4208393,65435
Franklin County,21073,Kentucky,2021,1802306,21083
Franklin County,21073,Kentucky,2022,4685752,49251
Fulton County,21075,Kentucky,2021,215733,5124
Fulton County,21075,Kentucky,2022,401481,9753
Gallatin County,21077,Kentucky,2021,319551,11173
Gallatin County,21077,Kentucky,2022,733983,16276
Garrard County,21079,Kentucky,2021,691804,12247
Garrard County,21079,Kentucky,2022,1597900,24960
Grant County,21081,Kentucky,2021,1109891,9186
Grant County,21081,Kentucky,2022,2627942,20141
Graves County,21083,Kentucky,2021,1888132,35904
Graves County,21083,Kentucky,2022,3762268,57295
Grayson County,21085,Kentucky,2021,1075905,23113
Grayson County,21085,Kentucky,2022,2668445,42613
Green County,21087,Kentucky,2021,578341,7768
Green County,21087,Kentucky,2022,1236233,14423
Greenup County,21089,Kentucky,2021,1634800,21926
Greenup County,21089,Kentucky,2022,4133098,45728
Hancock County,21091,Kentucky,2021,377555,5842
Hancock County,21091,Kentucky,2022,834744,7839
Hardin County,21093,Kentucky,2021,4488633,65896
Hardin County,21093,Kentucky,2022,11189479,140328
Harlan County,21095,Kentucky,2021,1301694,33932
Harlan County,21095,Kentucky,2022,3133810,66148
Harrison County,21097,Kentucky,2021,800011,9397
Harrison County,21097,Kentucky,2022,2177404,24154
Hart County,21099,Kentucky,2021,898384,18200
Hart County,21099,Kentucky,2022,1808145,32505
Henderson County,21101,Kentucky,2021,2108837,30136
Henderson County,21101,Kentucky,2022,4646745,53265
Henry County,21103,Kentucky,2021,635968,6678
Henry County,21103,Kentucky,2022,1649069,16196
Hickman County,21105,Kentucky,2021,154478,5044
Hickman County,21105,Kentucky,2022,289310,8625
Hopkins County,21107,Kentucky,2021,2060812,58040
Hopkins County,21107,Kentucky,2022,5023556,82124
Jackson County,21109,Kentucky,2021,635538,13360
Jackson County,21109,Kentucky,2022,1413087,25105
Jefferson County,21111,Kentucky,2021,33614666,470807
Jefferson County,21111,Kentucky,2022,78268768,752461
Jessamine County,21113,Kentucky,2021,2060199,26811
Jessamine County,21113,Kentucky,2022,5090215,45551
Johnson County,21115,Kentucky,2021,919438,13602
Johnson County,21115,Kentucky,2022,2149283,36920
Kenton County,21117,Kentucky,2021,6941436,75833
Kenton County,21117,Kentucky,2022,15357584,132930
Knott County,21119,Kentucky,2021,556709,9627
Knott County,21119,Kentucky,2022,1443658,20534
Knox County,21121,Kentucky,2021,1674376,15650
Knox County,21121,Kentucky,2022,3881502,45984
Larue County,21123,Kentucky,2021,602306,10769
Larue County,21123,Kentucky,2022,1259222,22973
Laurel County,21125,Kentucky,2021,3190935,29905
Laurel County,21125,Kentucky,2022,6751687,76717
Lawrence County,21127,Kentucky,2021,652574,10054
Lawrence County,21127,Kentucky,2022,1501599,22189
Lee County,21129,Kentucky,2021,514893,9647
Lee County,21129,Kentucky,2022,947963,16761
Leslie County,21131,Kentucky,2021,474183,4116
Leslie County,21131,Kentucky,2022,1262776,15266
Letcher County,21133,Kentucky,2021,917323,16830
Letcher County,21133,Kentucky,2022,2404007,36698
Lewis County,21135,Kentucky,2021,611091,15506
Lewis County,21135,Kentucky,2022,1510582,27367
Lincoln County,21137,Kentucky,2021,1061197,22240
Lincoln County,21137,Kentucky,2022,2224517,42751
Livingston County,21139,Kentucky,2021,368650,10007
Livingston County,21139,Kentucky,2022,821808,19374
Logan County,21141,Kentucky,2021,1279620,25415
Logan County,21141,Kentucky,2022,2773774,39772
Lyon County,21143,Kentucky,2021,539822,7420
Lyon County,21143,Kentucky,2022,975598,11390
McCracken County,21145,Kentucky,2021,2792090,47178
McCracken County,21145,Kentucky,2022,6338703,84659
McCreary County,21147,Kentucky,2021,899795,13519
McCreary County,21147,Kentucky,2022,1904428,25966
McLean County,21149,Kentucky,2021,390809,10867
McLean County,21149,Kentucky,2022,877544,16599
Madison County,21151,Kentucky,2021,4119030,43628
Madison County,21151,Kentucky,2022,9333856,88414
Magoffin County,21153,Kentucky,2021,503563,5674
Magoffin County,21153,Kentucky,2022,1322708,16051
Marion County,21155,Kentucky,2021,1022376,13800
Marion County,21155,Kentucky,2022,2148412,26479
Marshall County,21157,Kentucky,2021,1272235,22237
Marshall County,21157,Kentucky,2022,2770000,35581
Martin County,21159,Kentucky,2021,473381,8275
Martin County,21159,Kentucky,2022,1102093,15451
Mason County,21161,Kentucky,2021,698866,16094
Mason County,21161,Kentucky,2022,1639938,33789
Meade County,21163,Kentucky,2021,891996,9686
Meade County,21163,Kentucky,2022,1954302,21016
Menifee County,21165,Kentucky,2021,212291,6089
Menifee County,21165,Kentucky,2022,567807,10332
Mercer County,21167,Kentucky,2021,1139201,19137
Mercer County,21167,Kentucky,2022,2470189,34131
Metcalfe County,21169,Kentucky,2021,475300,10987
Metcalfe County,21169,Kentucky,2022,963995,20900
Monroe County,21171,Kentucky,2021,591824,16972
Monroe County,21171,Kentucky,2022,1211905,25482
Montgomery County,21173,Kentucky,2021,1168838,13249
Montgomery County,21173,Kentucky,2022,2744454,33334
Morgan County,21175,Kentucky,2021,867441,1874
Morgan County,21175,Kentucky,2022,1707683,8991
Muhlenberg County,21177,Kentucky,2021,1398886,25723
Muhlenberg County,21177,Kentucky,2022,3430045,39202
Nelson County,21179,Kentucky,2021,2172522,22790
Nelson County,21179,Kentucky,2022,4912581,48570
Nicholas County,21181,Kentucky,2021,267194,4049
Nicholas County,21181,Kentucky,2022,693581,10184
Ohio County,21183,Kentucky,2021,1117281,22060
Ohio County,21183,Kentucky,2022,2438749,33131
Oldham County,21185,Kentucky,2021,3008625,30371
Oldham County,21185,Kentucky,2022,6168590,45516
Owen County,21187,Kentucky,2021,334434,5502
Owen County,21187,Kentucky,2022,805814,11144
Owsley County,21189,Kentucky,2021,231696,5394
Owsley County,21189,Kentucky,2022,525167,8882
Pendleton County,21191,Kentucky,2021,483822,3031
Pendleton County,21191,Kentucky,2022,1156358,12255
Perry County,21193,Kentucky,2021,1355687,25061
Perry County,21193,Kentucky,2022,3774816,56333
Pike County,21195,Kentucky,2021,2613419,42495
Pike County,21195,Kentucky,2022,6353393,97778
Powell County,21197,Kentucky,2021,597127,4705
Powell County,21197,Kentucky,2022,1609243,13719
Pulaski County,21199,Kentucky,2021,2868673,47718
Pulaski County,21199,Kentucky,2022,5881424,92112
Robertson County,21201,Kentucky,2021,94768,5046
Robertson County,21201,Kentucky,2022,221729,6756
Rockcastle County,21203,Kentucky,2021,740539,8707
Rockcastle County,21203,Kentucky,2022,1699452,19227
Rowan County,21205,Kentucky,2021,961859,7878
Rowan County,21205,Kentucky,2022,2320044,21417
Russell County,21207,Kentucky,2021,898944,17630
Russell County,21207,Kentucky,2022,2136325,27772
Scott County,21209,Kentucky,2021,2170780,13992
Scott County,21209,Kentucky,2022,5847412,34378
Shelby County,21211,Kentucky,2021,1969348,28371
Shelby County,21211,Kentucky,2022,4477987,51762
Simpson County,21213,Kentucky,2021,865946,15251
Simpson County,21213,Kentucky,2022,1904028,29716
Spencer County,21215,Kentucky,2021,732418,8570
Spencer County,21215,Kentucky,2022,1806306,18733
Taylor County,21217,Kentucky,2021,1401453,20795
Taylor County,21217,Kentucky,2022,3107923,39744
Todd County,21219,Kentucky,2021,478936,9897
Todd County,21219,Kentucky,2022,977053,14157
Trigg County,21221,Kentucky,2021,547668,5693
Trigg County,21221,Kentucky,2022,1317608,13942
Trimble County,21223,Kentucky,2021,310322,3457
Trimble County,21223,Kentucky,2022,728273,13009
Union County,21225,Kentucky,2021,639679,7574
Union County,21225,Kentucky,2022,1448633,18238
Warren County,21227,Kentucky,2021,6876917,69262
Warren County,21227,Kentucky,2022,14423799,119282
Washington County,21229,Kentucky,2021,626412,13840
Washington County,21229,Kentucky,2022,1322054,19617
Wayne County,21231,Kentucky,2021,941653,18711
Wayne County,21231,Kentucky,2022,2001944,29778
Webster County,21233,Kentucky,2021,610053,9257
Webster County,21233,Kentucky,2022,1306314,15883
Whitley County,21235,Kentucky,2021,2107049,22319
Whitley County,21235,Kentucky,2022,4655870,62744
Wolfe County,21237,Kentucky,2021,265426,2627
Wolfe County,21237,Kentucky,2022,860397,8173
Woodford County,21239,Kentucky,2021,926123,7372
